Year,State,LGA,Season,Temperature (°C),Precipitation (mm),Weather Event,Crop 1,Crop 2,Crop 3,Planting to Harvest Duration Crop 1 (Months),Planting to Harvest Duration Crop 2 (Months),Planting to Harvest Duration Crop 3 (Months),Planting Season Crop 1,Planting Season Crop 2,Planting Season Crop 3,Effect on Crop 1,Effect on Crop 2,Effect on Crop 3,Yield Impact Crop 1 (%),Yield Impact Crop 2 (%),Yield Impact Crop 3 (%)
2020,Anambra,Awka South,Wet,27.2,1883,Normal,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Anambra,Awka South,Dry,28.5,111,Normal,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Anambra,Ayamelum,Wet,27.1,1801,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Anambra,Ayamelum,Dry,28.3,126,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Anambra,Dunukofia,Wet,26.6,1980,Normal,Rice,Cassava,Maize,4,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Anambra,Dunukofia,Dry,29.2,119,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Anambra,Ekwusigo,Wet,26.7,1622,Flood,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-35,-50,-50
2020,Anambra,Ekwusigo,Dry,28.8,89,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Anambra,Idemili North,Wet,27.2,1660,Flood,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-40,-50,-35
2020,Anambra,Idemili North,Dry,28.1,135,Normal,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Anambra,Idemili South,Wet,26.8,1807,Normal,Maize,Yam,Rice,3,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Anambra,Idemili South,Dry,28.9,91,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Anambra,Ihiala,Wet,27.5,1749,Normal,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2020,Anambra,Ihiala,Dry,28.7,85,Normal,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Anambra,Njikoka,Wet,26.9,1831,Normal,Yam,Rice,Maize,9,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Anambra,Njikoka,Dry,29.3,113,Normal,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Anambra,Nnewi North,Wet,26.5,1955,Normal,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Anambra,Nnewi North,Dry,29.3,109,Normal,Maize,Cassava,Rice,3,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Anambra,Nnewi South,Wet,27.2,1657,Flood,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-35,-40,-50
2020,Anambra,Nnewi South,Dry,28.8,110,Normal,Rice,Maize,Yam,4,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Anambra,Ogbaru,Wet,27.4,1860,Normal,Cassava,Yam,Maize,10,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Anambra,Ogbaru,Dry,29.1,86,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Anambra,Onitsha North,Wet,27.1,1851,Normal,Maize,Cassava,Rice,3,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Anambra,Onitsha North,Dry,28.6,91,Normal,Maize,Cassava,Rice,3,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Anambra,Onitsha South,Wet,26.8,1701,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Anambra,Onitsha South,Dry,29.2,113,Normal,Rice,Maize,Yam,4,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Anambra,Orumba North,Wet,27,1790,Flood,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-35,-40,-50
2020,Anambra,Orumba North,Dry,28.9,93,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Anambra,Orumba South,Wet,26.6,1638,Normal,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Anambra,Orumba South,Dry,28.3,82,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Anambra,Oyi,Wet,26.9,1765,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Anambra,Oyi,Dry,28,117,Normal,Yam,Rice,Maize,9,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Bauchi,Alkaleri,Wet,28.5,928,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2020,Bauchi,Alkaleri,Dry,31.4,37,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2020,Bauchi,Bauchi,Wet,29,801,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2020,Bauchi,Bauchi,Dry,29.6,74,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2020,Bauchi,Bogoro,Wet,28.4,692,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2020,Bauchi,Bogoro,Dry,30.4,75,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2020,Bauchi,Damban,Wet,28.5,770,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2020,Bauchi,Damban,Dry,29,49,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2020,Bauchi,Darazo,Wet,28.6,905,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2020,Bauchi,Darazo,Dry,30.4,44,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2020,Bauchi,Dass,Wet,28.1,697,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2020,Bauchi,Dass,Dry,29.2,61,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2020,Bauchi,Gamawa,Wet,28.4,819,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2020,Bauchi,Gamawa,Dry,30.8,43,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2020,Bauchi,Ganjuwa,Wet,28.2,799,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2020,Bauchi,Ganjuwa,Dry,30.3,51,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2020,Bauchi,Giade,Wet,28.6,943,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2020,Bauchi,Giade,Dry,30.7,77,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2020,Bauchi,Itas/Gadau,Wet,27.9,607,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2020,Bauchi,Itas/Gadau,Dry,30.9,35,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2020,Bauchi,Jama'are,Wet,28.5,980,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2020,Bauchi,Jama'are,Dry,29.1,71,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2020,Bauchi,Katagum,Wet,28.3,659,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2020,Bauchi,Katagum,Dry,29.2,40,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2020,Bauchi,Kirfi,Wet,29.2,672,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2020,Bauchi,Kirfi,Dry,31.3,51,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2020,Bauchi,Misau,Wet,27.6,847,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2020,Bauchi,Misau,Dry,31.2,52,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2020,Bauchi,Ningi,Wet,29.1,903,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2020,Bauchi,Ningi,Dry,31.3,43,Drought,Rice,Sorghum,Maize,5,5,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-20,-30
2020,Bauchi,Shira,Wet,27.6,769,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2020,Bauchi,Shira,Dry,30,74,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2020,Bauchi,Tafawa Balewa,Wet,28.6,933,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2020,Bauchi,Tafawa Balewa,Dry,29.9,77,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2020,Bauchi,Toro,Wet,27.9,726,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2020,Bauchi,Toro,Dry,31.2,71,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2020,Bauchi,Warji,Wet,27.6,990,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2020,Bauchi,Warji,Dry,31,38,Drought,Maize,Sorghum,Rice,4,5,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-20,-50
2020,Bauchi,Zaki,Wet,27.8,656,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2020,Bauchi,Zaki,Dry,30.3,39,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2020,Bayelsa,Brass,Wet,27.2,1685,Flood,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-40,-50
2020,Bayelsa,Brass,Dry,29.2,80,Normal,Cassava,Rice,Yam,10,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2020,Bayelsa,Ekeremor,Wet,27.5,1636,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Bayelsa,Ekeremor,Dry,28.9,141,Normal,Yam,Rice,Maize,9,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Bayelsa,Kolokuma/Opokuma,Wet,27.3,1990,Flood,Cassava,Yam,Rice,10,9,4,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-40
2020,Bayelsa,Kolokuma/Opokuma,Dry,28.6,119,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2020,Bayelsa,Nembe,Wet,27.5,1795,Normal,Yam,Rice,Maize,9,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Bayelsa,Nembe,Dry,29,115,Normal,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Bayelsa,Ogbia,Wet,27.5,1765,Normal,Maize,Yam,Rice,3,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Bayelsa,Ogbia,Dry,29.5,146,Normal,Cassava,Yam,Maize,10,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Bayelsa,Sagbama,Wet,27.3,1747,Flood,Yam,Rice,Maize,9,4,3,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-40,-35
2020,Bayelsa,Sagbama,Dry,28.6,83,Normal,Yam,Cassava,Rice,9,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2020,Bayelsa,Southern Ijaw,Wet,26.9,1606,Normal,Rice,Cassava,Maize,4,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Bayelsa,Southern Ijaw,Dry,28.7,141,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Bayelsa,Yenagoa,Wet,27,1772,Normal,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Bayelsa,Yenagoa,Dry,28.7,131,Normal,Yam,Maize,Cassava,9,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Benue,Ado,Wet,27,1431,Normal,Rice,Cassava,Maize,4,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Benue,Ado,Dry,28.4,82,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2020,Benue,Agatu,Wet,28,1237,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Benue,Agatu,Dry,27.6,65,Drought,Yam,Rice,Maize,10,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-25,-50,-30
2020,Benue,Apa,Wet,27.1,1441,Flood,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-40,-50,-50
2020,Benue,Apa,Dry,27.6,97,Drought,Rice,Cassava,Yam,5,11,10,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-25,-25
2020,Benue,Buruku,Wet,27.9,1490,Flood,Maize,Yam,Rice,3,9,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-35,-50,-40
2020,Benue,Buruku,Dry,27.9,86,Normal,Cassava,Rice,Yam,10,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2020,Benue,Gboko,Wet,27.9,1165,Normal,Rice,Maize,Yam,4,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Benue,Gboko,Dry,28.1,91,Drought,Rice,Cassava,Yam,5,11,10,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-25,-25
2020,Benue,Guma,Wet,27.8,1473,Normal,Cassava,Rice,Yam,10,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2020,Benue,Guma,Dry,28,91,Normal,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Benue,Gwer East,Wet,26.6,1420,Normal,Maize,Yam,Rice,3,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Benue,Gwer East,Dry,27.8,82,Drought,Cassava,Maize,Rice,11,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-25,-30,-50
2020,Benue,Gwer West,Wet,27.9,1110,Flood,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-35,-50,-50
2020,Benue,Gwer West,Dry,27.8,64,Drought,Rice,Maize,Cassava,5,4,11,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-25
2020,Benue,Katsina-Ala,Wet,28,1333,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Benue,Katsina-Ala,Dry,28.9,54,Normal,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Benue,Konshisha,Wet,27.3,1225,Flood,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-40,-50,-35
2020,Benue,Konshisha,Dry,27.9,55,Drought,Yam,Maize,Cassava,10,4,11,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Reduced Yield,-25,-30,-25
2020,Benue,Kwande,Wet,26.8,1340,Normal,Maize,Cassava,Rice,3,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Benue,Kwande,Dry,28.3,93,Drought,Maize,Cassava,Yam,4,11,10,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Reduced Yield,-30,-25,-25
2020,Benue,Logo,Wet,26.5,1193,Flood,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-35,-50,-50
2020,Benue,Logo,Dry,27.6,84,Drought,Rice,Yam,Maize,5,10,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-25,-30
2020,Benue,Makurdi,Wet,27.1,1361,Normal,Yam,Maize,Cassava,9,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Benue,Makurdi,Dry,28.1,99,Drought,Yam,Rice,Maize,10,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-25,-50,-30
2020,Benue,Obi,Wet,26.9,1477,Flood,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-35,-50,-50
2020,Benue,Obi,Dry,27.5,87,Drought,Rice,Yam,Maize,5,10,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-25,-30
2020,Benue,Ogbadibo,Wet,26.6,1234,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Benue,Ogbadibo,Dry,28.7,56,Normal,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2020,Benue,Ohimini,Wet,27.5,1227,Flood,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-35,-50,-50
2020,Benue,Ohimini,Dry,27.8,60,Normal,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2020,Benue,Oju,Wet,27.7,1425,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Benue,Oju,Dry,28.5,77,Drought,Maize,Cassava,Rice,4,11,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-25,-50
2020,Benue,Okpokwu,Wet,27.2,1586,Normal,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Benue,Okpokwu,Dry,28.7,92,Normal,Rice,Maize,Yam,4,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Benue,Otukpo,Wet,27.7,1593,Normal,Maize,Cassava,Rice,3,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2020,Benue,Otukpo,Dry,27.8,77,Drought,Yam,Rice,Cassava,10,5,11,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-25,-50,-25
2020,Benue,Tarka,Wet,27.7,1273,Normal,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Benue,Tarka,Dry,28.5,72,Drought,Maize,Yam,Rice,4,10,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-30,-25,-50
2020,Benue,Ukum,Wet,26.6,1451,Flood,Rice,Maize,Yam,4,3,9,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-40,-35,-50
2020,Benue,Ukum,Dry,28.6,100,Drought,Maize,Yam,Cassava,4,10,11,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Reduced Yield,-30,-25,-25
2020,Benue,Ushongo,Wet,27.4,1152,Flood,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-40,-50,-50
2020,Benue,Ushongo,Dry,28.6,62,Normal,Yam,Rice,Maize,9,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2020,Benue,Vandeikya,Wet,27.3,1473,Normal,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2020,Benue,Vandeikya,Dry,28.2,83,Drought,Rice,Yam,Maize,5,10,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-25,-30
2020,Borno,Abadam,Wet,29.2,815,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2020,Borno,Abadam,Dry,30.4,52,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2020,Borno,Askira/Uba,Wet,29.2,831,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2020,Borno,Askira/Uba,Dry,30.5,70,Normal,Sorghum,Maize,Rice,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2020,Borno,Bama,Wet,27.6,854,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2020,Borno,Bama,Dry,29.2,73,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2020,Borno,Bayo,Wet,28.1,982,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2020,Borno,Bayo,Dry,29.7,30,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2020,Borno,Biu,Wet,29.5,943,Drought,Rice,Maize,Sorghum,5,4,5,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-30,-20
2020,Borno,Biu,Dry,31.2,61,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2020,Borno,Chibok,Wet,28.4,727,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2020,Borno,Chibok,Dry,29.9,38,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2020,Borno,Damboa,Wet,27.5,993,Normal,Sorghum,Rice,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2020,Borno,Damboa,Dry,31.2,38,Drought,Maize,Rice,Sorghum,4,5,5,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-20
2020,Borno,Dikwa,Wet,29.1,950,Normal,Maize,Rice,Sorghum,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,10
2020,Borno,Dikwa,Dry,29.1,30,Drought,Sorghum,Maize,Rice,5,4,5,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-20,-30,-50
2020,Borno,Gubio,Wet,29.5,609,Normal,Maize,Sorghum,Rice,3,4,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,10,15
2020,Borno,Gubio,Dry,31.4,71,Normal,Rice,Sorghum,Maize,4,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
2020,Borno,Guzamala,Wet,27.7,663,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
